(B(t,328.802734,333.565735,335.597748,337.921814), D(t,140.020874,150.411133,161.573624,172.622162))
(B(t,337.921814,338.865662,339.24176,335.64563), D(t,172.622162,177.109451,181.925674,185.681244))
(B(t,335.64563,336.721497,338.720276,340.311798), D(t,185.681244,187.722366,187.989288,189.394333))
(B(t,340.311798,344.673828,347.099396,351.993591), D(t,189.394333,185.010544,179.256714,173.676025))
(B(t,351.993591,350.539551,347.186493,344.285034), D(t,173.676025,180.290466,184.377548,188.66954))
(B(t,344.285034,342.181976,340.298737,341.74231), D(t,188.66954,191.780502,194.872559,199.229019))
(B(t,211.955521,222.225281,232.118256,241.928665), D(t,108.304794,107.0224,104.181122,101.016373))
(B(t,241.928665,244.010056,246.356766,246.423691), D(t,101.016373,100.344933,99.531708,96.933723))
(B(t,246.423691,246.722107,247.106232,246.141327), D(t,96.933723,85.349396,73.754128,61.911575))
(B(t,246.141327,232.95845,220.424591,207.59848), D(t,61.911575,63.461464,66.235069,66.353806))
(B(t,207.59848,205.883484,204.93042,204.172363), D(t,66.353806,66.369682,67.66748,68.95739))
(B(t,204.172363,194.711975,183.359222,171.884171), D(t,68.95739,85.055176,99.801025,114.470795))
(B(t,171.884171,170.073761,168.244186,168.627899), D(t,114.470795,116.785225,119.60656,122.59787))
(B(t,168.627899,169.78862,171.41774,172.8255), D(t,122.59787,131.64653,140.634598,149.652328))
(B(t,172.8255,173.34343,175.197479,178.436218), D(t,149.652328,152.970093,154.170792,153.527161))
(B(t,178.436218,183.328247,188.224091,193.129822), D(t,153.527161,152.554947,151.599274,150.699326))
(B(t,193.129822,208.036545,222.683334,237.016922), D(t,150.699326,147.964767,144.269653,139.299667))
(B(t,237.016922,240.658554,243.032944,243.224213), D(t,139.299667,138.036972,136.41507,132.121613))
(B(t,243.224213,243.490173,244.295334,244.825684), D(t,132.121613,126.151703,120.20681,114.247292))
(B(t,244.825684,245.124664,246.54422,244.677551), D(t,114.247292,110.887947,107.502113,103.59745))
(B(t,244.677551,233.222092,221.906662,209.983414), D(t,103.59745,107.420746,111.286743,112.572662))
(B(t,209.983414,198.424606,186.907242,175.244843), D(t,112.572662,113.819283,117.244331,114.506516))
(B(t,175.244843,175.217621,175.190414,175.163193), D(t,114.506516,114.016487,113.526451,113.036423))
(B(t,175.163193,187.14006,199.116943,211.955521), D(t,113.036423,111.523918,110.011414,108.304794))
(B(t,201.066864,195.907883,190.788132,185.665024), D(t,273.355286,273.179901,273.293182,274.214447))
(B(t,185.665024,183.177963,181.871979,181.050583), D(t,274.214447,274.661682,275.78598,278.053802))
(B(t,181.050583,178.503433,175.968185,173.163651), D(t,278.053802,285.086121,292.128143,299.059296))
(B(t,173.163651,171.988922,172.634811,175.548706), D(t,299.059296,301.962555,303.33905,304.191803))
(B(t,175.548706,187.211243,199.049332,211.093857), D(t,304.191803,307.604858,310.151245,311.769135))
(B(t,211.093857,214.565155,216.885437,218.900436), D(t,311.769135,312.235413,311.337799,308.066986))
(B(t,218.900436,222.574081,226.921143,230.987259), D(t,308.066986,302.103821,296.555481,290.834106))
(B(t,230.987259,231.921829,230.540878,229.284698), D(t,290.834106,293.736481,295.558777,297.411499))
(B(t,229.284698,226.485718,223.693115,220.834137), D(t,297.411499,301.539642,305.672852,309.759369))
